"","data","nome_aeroporto","tipo_transporte","tipo_voo","pousos_no_mes","decolagens_no_mes","pou_dec_no_mes","embarcado_no_mes","desembarcado_no_mes","emb_desemb_no_mes","carregada_no_mes","descarregada_no_mes","car_descar_no_mes","transito_no_mes"
"16790",2019-09-01,"sbjv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16791",2019-09-01,"sbjv","transporte não regular","voo doméstico",61,60,121,50,238,288,0,0,0,0
"16792",2019-09-01,"sbjv","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16793",2019-09-01,"sblo","transporte regular","voo doméstico",426,424,850,43205,44313,87518,0,0,0,0
"16794",2019-09-01,"sblo","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16795",2019-09-01,"sblo","transporte não regular","voo doméstico",452,448,900,121,57,178,0,0,0,0
"16796",2019-09-01,"sblo","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16797",2019-09-01,"sbma","transporte regular","voo doméstico",130,130,260,12866,13800,26666,0,0,0,0
"16798",2019-09-01,"sbma","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16799",2019-09-01,"sbma","transporte não regular","voo doméstico",164,165,329,222,282,504,0,0,0,0
"16800",2019-09-01,"sbma","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16801",2019-09-01,"sbmk","transporte regular","voo doméstico",151,151,302,9587,9463,19050,0,0,0,0
"16802",2019-09-01,"sbmk","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16803",2019-09-01,"sbmk","transporte não regular","voo doméstico",174,176,350,300,3,303,0,0,0,0
"16804",2019-09-01,"sbmk","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16805",2019-09-01,"sbmq","transporte regular","voo doméstico",197,198,395,26574,24984,51558,0,0,0,0
"16806",2019-09-01,"sbmq","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16807",2019-09-01,"sbmq","transporte não regular","voo doméstico",141,141,282,129,103,232,10500,30529,41029,0
"16808",2019-09-01,"sbmq","transporte não regular","voo internacional",3,1,4,0,0,0,0,0,0,0
"16809",2019-09-01,"sbmt","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16810",2019-09-01,"sbmt","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16811",2019-09-01,"sbmt","transporte não regular","voo doméstico",2192,2188,4380,3533,3580,7113,0,0,0,0
"16812",2019-09-01,"sbmt","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16813",2019-09-01,"sbnf","transporte regular","voo doméstico",635,637,1272,76230,75842,152072,0,0,0,0
"16814",2019-09-01,"sbnf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16815",2019-09-01,"sbnf","transporte não regular","voo doméstico",279,277,556,817,754,1571,0,0,0,0
"16816",2019-09-01,"sbnf","transporte não regular","voo internacional",1,1,2,6,4,10,0,0,0,0
"16817",2019-09-01,"sbpb","transporte regular","voo doméstico",4,4,8,361,411,772,0,0,0,0
"16818",2019-09-01,"sbpb","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16819",2019-09-01,"sbpb","transporte não regular","voo doméstico",76,80,156,221,188,409,0,0,0,0
"16820",2019-09-01,"sbpb","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16821",2019-09-01,"sbpj","transporte regular","voo doméstico",244,244,488,24616,24175,48791,0,0,0,0
"16822",2019-09-01,"sbpj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16823",2019-09-01,"sbpj","transporte não regular","voo doméstico",207,206,413,408,499,907,0,0,0,0
"16824",2019-09-01,"sbpj","transporte não regular","voo internacional",5,3,8,0,0,0,0,0,0,0
"16825",2019-09-01,"sbpk","transporte regular","voo doméstico",25,25,50,1332,1286,2618,0,0,0,0
"16826",2019-09-01,"sbpk","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16827",2019-09-01,"sbpk","transporte não regular","voo doméstico",39,38,77,99,105,204,0,0,0,0
"16828",2019-09-01,"sbpk","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"16829",2019-09-01,"sbpl","transporte regular","voo doméstico",139,139,278,15388,15336,30724,0,0,0,0
"16830",2019-09-01,"sbpl","transporte regular","voo internacional",4,4,8,0,0,0,0,0,0,0
"16831",2019-09-01,"sbpl","transporte não regular","voo doméstico",83,81,164,111,102,213,0,0,0,0
"16832",2019-09-01,"sbpl","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16833",2019-09-01,"sbpp","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16834",2019-09-01,"sbpp","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16835",2019-09-01,"sbpp","transporte não regular","voo doméstico",83,80,163,151,157,308,0,0,0,0
"16836",2019-09-01,"sbpp","transporte não regular","voo internacional",5,8,13,4,5,9,0,0,0,0
"16837",2019-09-01,"sbpr","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16838",2019-09-01,"sbpr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16839",2019-09-01,"sbpr","transporte não regular","voo doméstico",846,835,1681,905,877,1782,0,0,0,0
"16840",2019-09-01,"sbpr","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16841",2019-09-01,"sbpv","transporte regular","voo doméstico",214,215,429,29332,27747,57079,0,0,0,0
"16842",2019-09-01,"sbpv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16843",2019-09-01,"sbpv","transporte não regular","voo doméstico",190,190,380,380,289,669,0,0,0,0
"16844",2019-09-01,"sbpv","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16845",2019-09-01,"sbrb","transporte regular","voo doméstico",145,144,289,14200,13995,28195,0,0,0,0
"16846",2019-09-01,"sbrb","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16847",2019-09-01,"sbrb","transporte não regular","voo doméstico",147,143,290,439,234,673,0,0,0,0
"16848",2019-09-01,"sbrb","transporte não regular","voo internacional",8,6,14,0,0,0,0,0,0,0
"16849",2019-09-01,"sbrj","transporte regular","voo doméstico",1581,1572,3153,145750,154886,300636,0,0,0,0
"16850",2019-09-01,"sbrj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16851",2019-09-01,"sbrj","transporte não regular","voo doméstico",450,448,898,1035,683,1718,0,0,0,0
"16852",2019-09-01,"sbrj","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"16853",2019-09-01,"sbsj","transporte regular","voo doméstico",23,23,46,1161,1036,2197,0,0,0,0
"16854",2019-09-01,"sbsj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16855",2019-09-01,"sbsj","transporte não regular","voo doméstico",351,343,694,999,1036,2035,0,0,0,0
"16856",2019-09-01,"sbsj","transporte não regular","voo internacional",3,15,18,85,5,90,0,0,0,0
"16857",2019-09-01,"sbsl","transporte regular","voo doméstico",478,478,956,64183,65248,129431,0,0,0,0
"16858",2019-09-01,"sbsl","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16859",2019-09-01,"sbsl","transporte não regular","voo doméstico",258,257,515,850,772,1622,0,0,0,0
"16860",2019-09-01,"sbsl","transporte não regular","voo internacional",2,1,3,0,5,5,0,0,0,0
"16861",2019-09-01,"sbsn","transporte regular","voo doméstico",227,227,454,23908,22404,46312,0,0,0,0
"16862",2019-09-01,"sbsn","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16863",2019-09-01,"sbsn","transporte não regular","voo doméstico",227,229,456,682,457,1139,2060,2400,4460,0
"16864",2019-09-01,"sbsn","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"16865",2019-09-01,"sbsp","transporte regular","voo doméstico",7113,7216,14329,911894,900424,1812318,0,0,0,0
"16866",2019-09-01,"sbsp","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16867",2019-09-01,"sbsp","transporte não regular","voo doméstico",2049,1919,3968,16743,21175,37918,0,0,0,0
"16868",2019-09-01,"sbsp","transporte não regular","voo internacional",3,3,6,0,0,0,0,0,0,0
"16869",2019-09-01,"sbte","transporte regular","voo doméstico",345,345,690,46373,45364,91737,0,0,0,0
"16870",2019-09-01,"sbte","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16871",2019-09-01,"sbte","transporte não regular","voo doméstico",176,175,351,924,938,1862,0,0,0,0
"16872",2019-09-01,"sbte","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16873",2019-09-01,"sbtf","transporte regular","voo doméstico",27,27,54,1316,1391,2707,0,0,0,0
"16874",2019-09-01,"sbtf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16875",2019-09-01,"sbtf","transporte não regular","voo doméstico",101,101,202,128,106,234,370,214,584,2300
"16876",2019-09-01,"sbtf","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16877",2019-09-01,"sbtt","transporte regular","voo doméstico",30,30,60,2300,2467,4767,0,0,0,0
"16878",2019-09-01,"sbtt","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16879",2019-09-01,"sbtt","transporte não regular","voo doméstico",131,135,266,582,477,1059,835,1074,1909,0
"16880",2019-09-01,"sbtt","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16881",2019-09-01,"sbuf","transporte regular","voo doméstico",9,9,18,518,486,1004,0,0,0,0
"16882",2019-09-01,"sbuf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16883",2019-09-01,"sbuf","transporte não regular","voo doméstico",11,13,24,43,43,86,0,0,0,0
"16884",2019-09-01,"sbuf","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16885",2019-09-01,"sbug","transporte regular","voo doméstico",16,16,32,908,950,1858,0,0,0,0
"16886",2019-09-01,"sbug","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16887",2019-09-01,"sbug","transporte não regular","voo doméstico",7,7,14,11,18,29,0,0,0,0
"16888",2019-09-01,"sbug","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16889",2019-09-01,"sbul","transporte regular","voo doméstico",496,497,993,48317,46551,94868,0,0,0,0
"16890",2019-09-01,"sbul","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16891",2019-09-01,"sbul","transporte não regular","voo doméstico",494,497,991,1427,1065,2492,0,0,0,0
"16892",2019-09-01,"sbul","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16893",2019-09-01,"sbur","transporte regular","voo doméstico",60,60,120,3124,3101,6225,0,0,0,0
"16894",2019-09-01,"sbur","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16895",2019-09-01,"sbur","transporte não regular","voo doméstico",153,152,305,531,537,1068,0,0,0,0
"16896",2019-09-01,"sbur","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16897",2020-04-01,"sbbe","transporte regular","voo doméstico",123,122,245,6886,9083,15969,0,0,0,0
"16898",2020-04-01,"sbbe","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16899",2020-04-01,"sbbe","transporte não regular","voo doméstico",549,546,1095,1352,1211,2563,0,0,0,0
"16900",2020-04-01,"sbbe","transporte não regular","voo internacional",0,4,4,7,0,7,0,0,0,0
"16901",2020-04-01,"sbbg","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16902",2020-04-01,"sbbg","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16903",2020-04-01,"sbbg","transporte não regular","voo doméstico",2,2,4,8,8,16,0,0,0,0
"16904",2020-04-01,"sbbg","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16905",2020-04-01,"sbbh","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16906",2020-04-01,"sbbh","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16907",2020-04-01,"sbbh","transporte não regular","voo doméstico",800,792,1592,4234,4277,8511,0,0,0,0
"16908",2020-04-01,"sbbh","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16909",2020-04-01,"sbbi","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16910",2020-04-01,"sbbi","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16911",2020-04-01,"sbbi","transporte não regular","voo doméstico",804,795,1599,631,524,1155,0,0,0,0
"16912",2020-04-01,"sbbi","transporte não regular","voo internacional",1,0,1,0,0,0,0,0,0,0
"16913",2020-04-01,"sbbv","transporte regular","voo doméstico",18,18,36,952,1105,2057,0,0,0,0
"16914",2020-04-01,"sbbv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16915",2020-04-01,"sbbv","transporte não regular","voo doméstico",205,206,411,239,137,376,0,0,0,0
"16916",2020-04-01,"sbbv","transporte não regular","voo internacional",4,4,8,0,0,0,0,0,0,0
"16917",2020-04-01,"sbcg","transporte regular","voo doméstico",60,59,119,3829,3041,6870,33817,85420,119237,0
"16918",2020-04-01,"sbcg","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16919",2020-04-01,"sbcg","transporte não regular","voo doméstico",79,80,159,27,16,43,0,0,0,0
"16920",2020-04-01,"sbcg","transporte não regular","voo internacional",7,6,13,0,0,0,0,0,0,0
"16921",2020-04-01,"sbcj","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16922",2020-04-01,"sbcj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16923",2020-04-01,"sbcj","transporte não regular","voo doméstico",70,69,139,258,3,261,0,0,0,0
"16924",2020-04-01,"sbcj","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16925",2020-04-01,"sbcr","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16926",2020-04-01,"sbcr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16927",2020-04-01,"sbcr","transporte não regular","voo doméstico",46,46,92,50,38,88,0,0,0,0
"16928",2020-04-01,"sbcr","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16929",2020-04-01,"sbct","transporte regular","voo doméstico",141,135,276,10224,10916,21140,36692,15335,52027,44797
"16930",2020-04-01,"sbct","transporte regular","voo internacional",28,28,56,0,0,0,55408,24875,80283,0
"16931",2020-04-01,"sbct","transporte não regular","voo doméstico",64,68,132,110,57,167,0,0,0,0
"16932",2020-04-01,"sbct","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"16933",2020-04-01,"sbcz","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16934",2020-04-01,"sbcz","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16935",2020-04-01,"sbcz","transporte não regular","voo doméstico",115,114,229,339,309,648,0,0,0,0
"16936",2020-04-01,"sbcz","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16937",2020-04-01,"sbeg","transporte regular","voo doméstico",203,190,393,9330,7502,16832,88973,179769,268742,0
"16938",2020-04-01,"sbeg","transporte regular","voo internacional",33,43,76,0,0,0,0,0,0,0
"16939",2020-04-01,"sbeg","transporte não regular","voo doméstico",360,357,717,1678,47,1725,0,0,0,0
"16940",2020-04-01,"sbeg","transporte não regular","voo internacional",16,19,35,2,0,2,0,0,0,0
"16941",2020-04-01,"sbfi","transporte regular","voo doméstico",6,6,12,200,263,463,0,0,0,0
"16942",2020-04-01,"sbfi","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16943",2020-04-01,"sbfi","transporte não regular","voo doméstico",43,42,85,15,14,29,0,0,0,0
"16944",2020-04-01,"sbfi","transporte não regular","voo internacional",1,3,4,2,0,2,0,0,0,0
"16945",2020-04-01,"sbgo","transporte regular","voo doméstico",94,95,189,4185,4772,8957,82843,102190,185033,0
"16946",2020-04-01,"sbgo","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16947",2020-04-01,"sbgo","transporte não regular","voo doméstico",680,693,1373,2022,1964,3986,0,0,0,0
"16948",2020-04-01,"sbgo","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16949",2020-04-01,"sbht","transporte regular","voo doméstico",15,15,30,0,0,0,0,0,0,0
"16950",2020-04-01,"sbht","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16951",2020-04-01,"sbht","transporte não regular","voo doméstico",115,113,228,108,124,232,0,0,0,0
"16952",2020-04-01,"sbht","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16953",2020-04-01,"sbiz","transporte regular","voo doméstico",4,4,8,270,314,584,0,0,0,0
"16954",2020-04-01,"sbiz","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16955",2020-04-01,"sbiz","transporte não regular","voo doméstico",49,51,100,19,3,22,0,0,0,0
"16956",2020-04-01,"sbiz","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16957",2020-04-01,"sbjc","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16958",2020-04-01,"sbjc","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16959",2020-04-01,"sbjc","transporte não regular","voo doméstico",263,262,525,589,405,994,0,0,0,0
"16960",2020-04-01,"sbjc","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16961",2020-04-01,"sbjr","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16962",2020-04-01,"sbjr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16963",2020-04-01,"sbjr","transporte não regular","voo doméstico",1371,1369,2740,6857,1909,8766,0,0,0,0
"16964",2020-04-01,"sbjr","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16965",2020-04-01,"sbjv","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16966",2020-04-01,"sbjv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16967",2020-04-01,"sbjv","transporte não regular","voo doméstico",56,57,113,77,22,99,0,0,0,0
"16968",2020-04-01,"sbjv","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16969",2020-04-01,"sblo","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16970",2020-04-01,"sblo","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16971",2020-04-01,"sblo","transporte não regular","voo doméstico",289,285,574,49,14,63,0,0,0,0
"16972",2020-04-01,"sblo","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16973",2020-04-01,"sbma","transporte regular","voo doméstico",5,5,10,390,461,851,0,0,0,0
"16974",2020-04-01,"sbma","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16975",2020-04-01,"sbma","transporte não regular","voo doméstico",109,111,220,104,107,211,0,0,0,0
"16976",2020-04-01,"sbma","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16977",2020-04-01,"sbmk","transporte regular","voo doméstico",13,13,26,306,363,669,0,0,0,0
"16978",2020-04-01,"sbmk","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16979",2020-04-01,"sbmk","transporte não regular","voo doméstico",139,139,278,161,0,161,0,0,0,0
"16980",2020-04-01,"sbmk","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16981",2020-04-01,"sbmq","transporte regular","voo doméstico",32,33,65,492,839,1331,0,0,0,0
"16982",2020-04-01,"sbmq","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16983",2020-04-01,"sbmq","transporte não regular","voo doméstico",217,215,432,644,438,1082,12000,30440,42440,0
"16984",2020-04-01,"sbmq","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"16985",2020-04-01,"sbmt","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16986",2020-04-01,"sbmt","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16987",2020-04-01,"sbmt","transporte não regular","voo doméstico",997,993,1990,1701,1744,3445,0,0,0,0
"16988",2020-04-01,"sbmt","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16989",2020-04-01,"sbnf","transporte regular","voo doméstico",3,3,6,159,120,279,0,0,0,0
"16990",2020-04-01,"sbnf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16991",2020-04-01,"sbnf","transporte não regular","voo doméstico",142,141,283,141,79,220,0,0,0,0
"16992",2020-04-01,"sbnf","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16993",2020-04-01,"sbpb","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"16994",2020-04-01,"sbpb","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16995",2020-04-01,"sbpb","transporte não regular","voo doméstico",24,24,48,47,41,88,0,0,0,0
"16996",2020-04-01,"sbpb","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16997",2020-04-01,"sbpj","transporte regular","voo doméstico",26,26,52,1510,1735,3245,0,0,0,0
"16998",2020-04-01,"sbpj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"16999",2020-04-01,"sbpj","transporte não regular","voo doméstico",143,142,285,123,69,192,0,0,0,0
"17000",2020-04-01,"sbpj","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"17001",2020-04-01,"sbpk","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"17002",2020-04-01,"sbpk","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17003",2020-04-01,"sbpk","transporte não regular","voo doméstico",16,15,31,37,37,74,0,0,0,0
"17004",2020-04-01,"sbpk","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17005",2020-04-01,"sbpl","transporte regular","voo doméstico",29,29,58,824,967,1791,0,0,0,0
"17006",2020-04-01,"sbpl","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17007",2020-04-01,"sbpl","transporte não regular","voo doméstico",55,56,111,25,10,35,0,0,0,0
"17008",2020-04-01,"sbpl","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17009",2020-04-01,"sbpp","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"17010",2020-04-01,"sbpp","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17011",2020-04-01,"sbpp","transporte não regular","voo doméstico",46,44,90,67,68,135,0,0,0,0
"17012",2020-04-01,"sbpp","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17013",2020-04-01,"sbpr","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"17014",2020-04-01,"sbpr","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17015",2020-04-01,"sbpr","transporte não regular","voo doméstico",273,290,563,464,376,840,0,0,0,0
"17016",2020-04-01,"sbpr","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17017",2020-04-01,"sbpv","transporte regular","voo doméstico",36,36,72,2317,3233,5550,0,0,0,0
"17018",2020-04-01,"sbpv","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17019",2020-04-01,"sbpv","transporte não regular","voo doméstico",127,132,259,75,0,75,0,0,0,0
"17020",2020-04-01,"sbpv","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17021",2020-04-01,"sbrb","transporte regular","voo doméstico",9,11,20,913,1104,2017,0,0,0,0
"17022",2020-04-01,"sbrb","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17023",2020-04-01,"sbrb","transporte não regular","voo doméstico",115,117,232,141,10,151,0,0,0,0
"17024",2020-04-01,"sbrb","transporte não regular","voo internacional",4,2,6,0,0,0,0,0,0,0
"17025",2020-04-01,"sbrj","transporte regular","voo doméstico",188,187,375,15724,14675,30399,0,0,0,0
"17026",2020-04-01,"sbrj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17027",2020-04-01,"sbrj","transporte não regular","voo doméstico",143,139,282,333,315,648,0,0,0,0
"17028",2020-04-01,"sbrj","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17029",2020-04-01,"sbsj","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"17030",2020-04-01,"sbsj","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17031",2020-04-01,"sbsj","transporte não regular","voo doméstico",110,105,215,260,285,545,0,0,0,0
"17032",2020-04-01,"sbsj","transporte não regular","voo internacional",2,1,3,2,3,5,0,0,0,0
"17033",2020-04-01,"sbsl","transporte regular","voo doméstico",65,65,130,4579,5874,10453,0,0,0,0
"17034",2020-04-01,"sbsl","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17035",2020-04-01,"sbsl","transporte não regular","voo doméstico",165,167,332,167,32,199,0,0,0,0
"17036",2020-04-01,"sbsl","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17037",2020-04-01,"sbsn","transporte regular","voo doméstico",5,5,10,359,329,688,0,0,0,0
"17038",2020-04-01,"sbsn","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17039",2020-04-01,"sbsn","transporte não regular","voo doméstico",219,220,439,122,4,126,0,0,0,0
"17040",2020-04-01,"sbsn","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17041",2020-04-01,"sbsp","transporte regular","voo doméstico",59,46,105,1750,2419,4169,0,0,0,0
"17042",2020-04-01,"sbsp","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17043",2020-04-01,"sbsp","transporte não regular","voo doméstico",810,805,1615,1416,1459,2875,0,0,0,0
"17044",2020-04-01,"sbsp","transporte não regular","voo internacional",1,1,2,0,0,0,0,0,0,0
"17045",2020-04-01,"sbte","transporte regular","voo doméstico",22,23,45,2099,2437,4536,0,0,0,0
"17046",2020-04-01,"sbte","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17047",2020-04-01,"sbte","transporte não regular","voo doméstico",94,96,190,483,595,1078,0,0,0,0
"17048",2020-04-01,"sbte","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17049",2020-04-01,"sbtf","transporte regular","voo doméstico",9,9,18,243,548,791,0,0,0,0
"17050",2020-04-01,"sbtf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17051",2020-04-01,"sbtf","transporte não regular","voo doméstico",105,106,211,82,51,133,680,0,680,1870
"17052",2020-04-01,"sbtf","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17053",2020-04-01,"sbtt","transporte regular","voo doméstico",9,9,18,238,700,938,0,0,0,0
"17054",2020-04-01,"sbtt","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17055",2020-04-01,"sbtt","transporte não regular","voo doméstico",63,64,127,311,257,568,0,0,0,0
"17056",2020-04-01,"sbtt","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17057",2020-04-01,"sbuf","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"17058",2020-04-01,"sbuf","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17059",2020-04-01,"sbuf","transporte não regular","voo doméstico",23,24,47,22,12,34,0,0,0,0
"17060",2020-04-01,"sbuf","transporte não regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17061",2020-04-01,"sbug","transporte regular","voo doméstico",0,0,0,0,0,0,0,0,0,0
"17062",2020-04-01,"sbug","transporte regular","voo internacional",0,0,0,0,0,0,0,0,0,0
"17063",2020-04-01,"sbug","transporte não regular","voo doméstico",3,3,6,11,7,18,0,0,0,0
